	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped	spill_skipped
390	43	6	160	0	his	False	-5	23	172	172	172	172	396	656	656	656	-5	his	False	P	False	3	0	1	0	0
391	43	6	68	0	his	False	-5	24	264	264	264	588	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
393	43	6	138	0	his	False	-5	27	196	196	196	196	124	668	668	668	-5	his	False	P	False	3	0	1	0	0
394	43	6	8	0	his	False	-5	28	156	324	324	324	440	440	440	792	-5	his	False	P	False	3	0	1	0	0
395	43	6	64	0	his	False	-5	29	136	136	136	136	160	160	160	508	-5	his	False	P	False	3	0	1	0	0
396	43	6	98	0	his	False	-5	30	492	492	492	492	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
398	43	6	132	0	his	False	-5	32	216	216	216	216	312	312	312	312	-5	his	False	P	False	3	0	1	0	0
399	43	6	17	0	his	False	-5	33	172	172	344	836	260	260	260	836	-5	his	False	P	False	3	0	1	0	0
400	43	6	5	0	his	False	-5	34	156	156	156	156	176	176	176	176	-5	his	False	P	False	3	0	1	0	0
401	43	6	91	0	his	False	-5	35	324	324	324	736	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
402	43	6	153	0	his	False	-5	36	164	164	164	164	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
403	43	6	34	0	his	False	-5	37	300	396	396	580	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
404	43	6	192	0	his	False	-5	38	192	192	192	192	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
406	43	6	184	0	his	False	-5	40	208	368	368	368	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
407	43	6	17	0	his	False	-5	41	164	164	164	164	428	428	428	428	-5	his	False	P	False	3	0	1	0	0
409	43	6	161	0	his	False	-5	43	152	300	300	300	260	260	260	504	-5	his	False	P	False	3	0	1	0	0
410	45	6	96	0	his	False	-4	1	380	380	380	380	1032	1032	1032	1032	-4	his	False	P	False	3	0	1	0	0
411	45	6	168	0	his	False	-4	2	208	208	208	208	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
412	45	6	196	0	his	False	-4	3	148	380	380	380	100	100	100	376	-4	his	False	P	False	3	0	1	0	0
413	45	6	152	0	his	False	-4	4	120	120	120	120	396	592	592	592	-4	his	False	P	False	3	0	1	0	0
415	45	6	37	0	his	False	-4	6	220	220	220	220	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
416	45	6	119	0	his	False	-4	7	160	160	160	1076	160	396	1720	2660	-4	his	False	P	False	3	0	1	0	0
417	45	6	127	0	his	False	-4	8	208	208	208	208	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
418	45	6	35	0	his	False	-4	10	300	300	300	300	136	136	136	716	-4	his	False	P	False	3	0	1	0	0
419	45	6	119	0	his	False	-4	11	196	196	196	196	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
421	45	6	28	0	his	False	-4	13	72	72	72	72	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
423	45	6	173	0	his	False	-4	15	164	164	328	932	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
424	45	6	187	0	his	False	-4	16	264	540	540	540	448	448	448	448	-4	his	False	P	False	3	0	1	0	0
427	45	6	165	0	his	False	-4	19	172	196	196	1168	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
428	45	6	9	0	his	False	-4	20	244	244	436	740	108	108	108	808	-4	his	False	P	False	3	0	1	0	0
429	45	6	161	0	his	False	-4	21	200	200	200	200	212	212	212	212	-4	his	False	P	False	3	0	1	0	0
433	45	6	82	0	his	False	-4	25	212	212	212	448	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
434	45	6	57	0	his	False	-4	27	236	236	236	236	300	792	792	792	-4	his	False	P	False	3	0	1	0	0
436	45	6	100	0	his	False	-4	29	240	240	240	240	144	144	144	144	-4	his	False	P	False	3	0	1	0	0
437	45	6	164	0	his	False	-4	30	268	268	268	268	204	536	536	536	-4	his	False	P	False	3	0	1	0	0
438	45	6	125	0	his	False	-4	31	204	204	204	204	92	92	92	92	-4	his	False	P	False	3	0	1	0	0
439	45	6	81	0	his	False	-4	32	152	368	368	368	224	224	224	224	-4	his	False	P	False	3	0	1	0	0
440	45	6	152	0	his	False	-4	33	176	176	316	576	116	116	116	116	-4	his	False	P	False	3	0	1	0	0
441	45	6	141	0	his	False	-4	34	200	200	200	640	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
443	45	6	113	0	his	False	-4	36	244	244	244	452	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
444	45	6	32	0	his	False	-4	37	144	144	264	580	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
445	45	6	161	0	his	False	-4	38	104	104	104	104	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
447	45	6	15	0	his	False	-4	40	128	128	128	488	420	760	760	760	-4	his	False	P	False	3	0	1	0	0
448	45	6	2	0	his	False	-4	41	188	672	672	672	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
450	45	6	172	0	his	False	-4	43	260	260	260	260	340	572	572	572	-4	his	False	P	False	3	0	1	0	0
451	46	5	28	0	his	False	-5	1	296	296	296	296	148	148	296	1484	-5	his	False	P	False	3	0	1	0	0
452	46	5	87	0	his	False	-5	2	252	252	252	252	24	24	136	236	-5	his	False	P	False	3	0	1	0	0
453	46	5	157	0	his	False	-5	3	212	316	316	316	212	212	212	212	-5	his	False	P	False	3	0	1	0	0
454	46	5	92	0	his	False	-5	4	176	176	176	176	152	152	572	900	-5	his	False	P	False	3	0	1	0	0
455	46	5	161	0	his	False	-5	5	208	208	208	208	164	396	396	396	-5	his	False	P	False	3	0	1	0	0
457	46	5	145	0	his	False	-5	7	160	160	160	160	80	80	80	1164	-5	his	False	P	False	3	0	1	0	0
458	46	5	93	0	his	False	-5	8	224	224	224	224	152	152	152	152	-5	his	False	P	False	3	0	1	0	0
459	46	5	81	0	his	False	-5	10	244	244	244	244	180	180	180	180	-5	his	False	P	False	3	0	1	0	0
460	46	5	41	0	his	False	-5	11	164	164	164	164	168	344	344	344	-5	his	False	P	False	3	0	1	0	0
462	46	5	15	0	his	False	-5	13	240	240	240	240	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
463	46	5	199	0	his	False	-5	14	272	272	272	272	176	176	176	176	-5	his	False	P	False	3	0	1	0	0
465	46	5	200	0	his	False	-5	16	148	352	352	352	236	452	452	452	-5	his	False	P	False	3	0	1	0	0
468	46	5	184	0	his	False	-5	19	136	328	328	328	132	132	132	132	-5	his	False	P	False	3	0	1	0	0
469	46	5	160	0	his	False	-5	20	248	248	248	248	208	208	208	208	-5	his	False	P	False	3	0	1	0	0
472	46	5	153	0	his	False	-5	23	272	272	272	272	64	64	536	1696	-5	his	False	P	False	3	0	1	0	0
473	46	5	179	0	his	False	-5	24	280	280	344	564	520	520	520	520	-5	his	False	P	False	3	0	1	0	0
474	46	5	89	0	his	False	-5	25	120	120	120	120	228	228	228	368	-5	his	False	P	False	3	0	1	0	0
475	46	5	107	0	his	False	-5	27	232	420	420	420	420	420	420	420	-5	his	False	P	False	3	0	1	0	0
477	46	5	147	0	his	False	-5	29	132	132	132	288	148	148	148	148	-5	his	False	P	False	3	0	1	0	0
478	46	5	22	0	his	False	-5	30	256	256	256	256	300	300	300	300	-5	his	False	P	False	3	0	1	0	0
479	46	5	12	0	his	False	-5	31	180	180	180	180	168	168	168	168	-5	his	False	P	False	3	0	1	0	0
480	46	5	90	0	his	False	-5	32	212	212	212	212	136	136	136	136	-5	his	False	P	False	3	0	1	0	0
481	46	5	74	0	his	False	-5	33	116	116	256	628	200	200	200	200	-5	his	False	P	False	3	0	1	0	0
484	46	5	117	0	his	False	-5	36	276	276	276	500	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
487	46	5	134	0	his	False	-5	39	204	204	204	204	232	232	232	232	-5	his	False	P	False	3	0	1	0	0
488	46	5	22	0	his	False	-5	40	188	324	456	556	132	132	132	132	-5	his	False	P	False	3	0	1	0	0
491	46	5	32	0	his	False	-5	43	152	152	152	152	172	172	308	856	-5	his	False	P	False	3	0	1	0	0
492	47	6	44	0	his	False	-5	1	524	524	524	524	1040	1040	1040	1040	-5	his	False	P	False	3	0	1	0	0
493	47	6	190	0	his	False	-5	2	168	168	168	168	268	268	268	268	-5	his	False	P	False	3	0	1	0	0
494	47	6	166	0	his	False	-5	3	260	260	260	260	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
497	47	6	50	0	his	False	-5	6	732	732	732	732	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
498	47	6	38	0	his	False	-5	7	136	136	136	592	196	196	340	1040	-5	his	False	P	False	3	0	1	0	0
499	47	6	82	0	his	False	-5	8	392	392	392	392	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
500	47	6	61	0	his	False	-5	10	296	296	296	1808	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
501	47	6	169	0	his	False	-5	11	312	312	312	312	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
502	47	6	86	0	his	False	-5	12	320	320	320	1024	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
503	47	6	26	0	his	False	-5	13	336	336	336	336	396	656	656	656	-5	his	False	P	False	3	0	1	0	0
504	47	6	61	0	his	False	-5	14	176	176	176	176	608	608	608	780	-5	his	False	P	False	3	0	1	0	0
505	47	6	37	0	his	False	-5	15	356	356	356	356	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
506	47	6	162	0	his	False	-5	16	280	532	532	532	332	812	812	812	-5	his	False	P	False	3	0	1	0	0
509	47	6	67	0	his	False	-5	19	176	176	176	176	136	136	136	724	-5	his	False	P	False	3	0	1	0	0
510	47	6	137	0	his	False	-5	20	152	152	152	152	140	208	348	1980	-5	his	False	P	False	3	0	1	0	0
512	47	6	179	0	his	False	-5	22	324	324	324	324	308	308	308	308	-5	his	False	P	False	3	0	1	0	0
513	47	6	9	0	his	False	-5	23	244	244	408	660	356	1060	1060	3016	-5	his	False	P	False	3	0	1	0	0
514	47	6	43	0	his	False	-5	24	520	520	520	520	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
517	47	6	7	0	his	False	-5	28	184	440	440	440	196	196	196	196	-5	his	False	P	False	3	0	1	0	0
518	47	6	172	0	his	False	-5	29	388	388	388	388	316	316	316	636	-5	his	False	P	False	3	0	1	0	0
519	47	6	64	0	his	False	-5	30	200	200	200	708	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
520	47	6	98	0	his	False	-5	31	144	144	144	144	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
521	47	6	125	0	his	False	-5	32	164	164	164	164	356	356	356	356	-5	his	False	P	False	3	0	1	0	0
523	47	6	163	0	his	False	-5	34	728	1196	1196	1196	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
524	47	6	30	0	his	False	-5	35	200	200	200	200	416	416	416	416	-5	his	False	P	False	3	0	1	0	0
526	47	6	108	0	his	False	-5	37	536	536	680	896	292	292	292	292	-5	his	False	P	False	3	0	1	0	0
528	47	6	64	0	his	False	-5	39	256	256	444	1232	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
529	47	6	75	0	his	False	-5	40	264	264	264	264	260	484	484	756	-5	his	False	P	False	3	0	1	0	0
530	47	6	150	0	his	False	-5	41	160	160	160	160	132	428	428	428	-5	his	False	P	False	3	0	1	0	0
531	47	6	21	0	his	False	-5	42	288	288	288	288	376	720	720	720	-5	his	False	P	False	3	0	1	0	0
532	47	6	171	0	his	False	-5	43	292	292	292	292	200	200	200	200	-5	his	False	P	False	3	0	1	0	0
533	48	6	56	0	his	False	-5	1	248	248	248	248	728	728	728	728	-5	his	False	P	False	3	0	1	0	0
534	48	6	136	0	his	False	-5	2	184	600	600	600	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
535	48	6	9	0	his	False	-5	3	184	340	340	1148	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
536	48	6	131	0	his	False	-5	4	172	172	172	288	264	264	264	264	-5	his	False	P	False	3	0	1	0	0
537	48	6	114	0	his	False	-5	5	252	252	252	1188	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
539	48	6	46	0	his	False	-5	7	136	136	136	608	52	52	748	1232	-5	his	False	P	False	3	0	1	0	0
540	48	6	88	0	his	False	-5	8	288	288	288	480	316	316	316	316	-5	his	False	P	False	3	0	1	0	0
541	48	6	23	0	his	False	-5	10	268	268	268	268	184	184	184	1100	-5	his	False	P	False	3	0	1	0	0
542	48	6	1	0	his	False	-5	11	176	320	320	320	296	296	296	704	-5	his	False	P	False	3	0	1	0	0
543	48	6	154	0	his	False	-5	12	440	440	440	440	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
545	48	6	110	0	his	False	-5	14	204	204	204	204	336	336	336	336	-5	his	False	P	False	3	0	1	0	0
546	48	6	20	0	his	False	-5	15	92	92	320	544	340	340	340	340	-5	his	False	P	False	3	0	1	0	0
547	48	6	79	0	his	False	-5	16	192	192	192	192	292	2100	2100	2100	-5	his	False	P	False	3	0	1	0	0
550	48	6	204	0	his	False	-5	19	260	260	260	924	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
553	48	6	11	0	his	False	-5	22	284	284	284	284	660	660	660	660	-5	his	False	P	False	3	0	1	0	0
555	48	6	76	0	his	False	-5	24	460	460	460	460	364	364	364	364	-5	his	False	P	False	3	0	1	0	0
557	48	6	60	0	his	False	-5	27	320	320	320	320	456	456	456	456	-5	his	False	P	False	3	0	1	0	0
558	48	6	67	0	his	False	-5	28	364	364	364	364	432	432	432	432	-5	his	False	P	False	3	0	1	0	0
560	48	6	146	0	his	False	-5	30	420	420	420	1372	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
562	48	6	191	0	his	False	-5	32	160	160	160	160	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
563	48	6	98	0	his	False	-5	33	184	184	184	184	204	204	204	204	-5	his	False	P	False	3	0	1	0	0
564	48	6	183	0	his	False	-5	34	688	688	688	688	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
566	48	6	60	0	his	False	-5	36	256	256	256	520	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
567	48	6	168	0	his	False	-5	37	148	544	544	544	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
568	48	6	170	0	his	False	-5	38	400	868	868	868	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
569	48	6	89	0	his	False	-5	39	192	192	192	664	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
572	48	6	88	0	his	False	-5	42	160	160	160	160	228	228	228	652	-5	his	False	P	False	3	0	1	0	0
573	48	6	167	0	his	False	-5	43	244	244	244	244	336	564	564	564	-5	his	False	P	False	3	0	1	0	0
575	49	5	71	0	his	False	-3	2	184	184	184	184	140	140	140	140	-3	his	False	P	False	3	0	1	0	0
576	49	5	97	0	his	False	-3	3	152	152	152	152	204	356	356	356	-3	his	False	P	False	3	0	1	0	0
580	49	5	26	0	his	False	-3	7	84	84	84	84	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
581	49	5	55	0	his	False	-3	8	172	172	172	172	232	232	232	452	-3	his	False	P	False	3	0	1	0	0
582	49	5	101	0	his	False	-3	10	140	140	140	140	152	152	152	152	-3	his	False	P	False	3	0	1	0	0
583	49	5	45	0	his	False	-3	11	140	140	140	140	168	168	168	168	-3	his	False	P	False	3	0	1	0	0
585	49	5	90	0	his	False	-3	13	216	216	216	216	284	284	284	284	-3	his	False	P	False	3	0	1	0	0
586	49	5	91	0	his	False	-3	14	192	520	520	520	240	240	240	240	-3	his	False	P	False	3	0	1	0	0
588	49	5	9	0	his	False	-3	16	160	160	160	160	208	208	208	496	-3	his	False	P	False	3	0	1	0	0
589	49	5	175	0	his	False	-3	17	272	272	272	272	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
590	49	5	104	0	his	False	-3	18	180	180	180	180	188	188	188	320	-3	his	False	P	False	3	0	1	0	0
593	49	5	16	0	his	False	-3	21	152	152	152	152	192	192	192	192	-3	his	False	P	False	3	0	1	0	0
594	49	5	85	0	his	False	-3	22	192	192	192	192	228	228	228	228	-3	his	False	P	False	3	0	1	0	0
595	49	5	94	0	his	False	-3	23	164	164	164	164	260	260	260	260	-3	his	False	P	False	3	0	1	0	0
596	49	5	160	0	his	False	-3	24	472	472	472	472	252	252	252	396	-3	his	False	P	False	3	0	1	0	0
599	49	5	187	0	his	False	-3	28	184	184	532	884	208	208	208	208	-3	his	False	P	False	3	0	1	0	0
600	49	5	4	0	his	False	-3	29	132	132	132	132	184	184	184	184	-3	his	False	P	False	3	0	1	0	0
601	49	5	6	0	his	False	-3	30	280	280	280	280	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
602	49	5	48	0	his	False	-3	31	148	148	148	148	0	0	0	0	-3	his	False	P	False	3	0	1	0	1
603	49	5	70	0	his	False	-3	32	156	156	156	156	220	220	220	220	-3	his	False	P	False	3	0	1	0	0
606	49	5	90	0	his	False	-3	35	172	172	172	172	184	184	184	184	-3	his	False	P	False	3	0	1	0	0
608	49	5	59	0	his	False	-3	37	236	236	236	236	152	152	152	152	-3	his	False	P	False	3	0	1	0	0
611	49	5	7	0	his	False	-3	40	192	192	372	764	188	188	188	188	-3	his	False	P	False	3	0	1	0	0
613	49	5	42	0	his	False	-3	42	160	160	160	160	136	136	136	300	-3	his	False	P	False	3	0	1	0	0
615	52	6	50	0	her	True	-4	1	200	344	344	344	340	340	600	1892	-4	her	False	O	False	3	1	1	0	0
616	52	6	167	0	her	True	-4	2	220	220	220	220	224	224	224	420	-4	her	False	O	False	3	1	1	0	0
617	52	6	68	0	her	True	-4	3	200	200	200	408	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
618	52	6	35	0	her	True	-4	4	228	228	460	1400	396	396	396	396	-4	her	False	O	False	3	1	1	0	0
620	52	6	122	0	her	True	-4	6	504	504	504	504	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
621	52	6	14	0	her	True	-4	7	176	176	176	368	180	180	944	2532	-4	her	False	O	False	3	1	1	0	0
622	52	6	159	0	her	True	-4	8	1292	1292	1292	1292	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
623	52	6	198	0	her	True	-4	10	144	408	408	408	24	24	24	1284	-4	her	False	O	False	3	1	1	0	0
624	52	6	48	0	her	True	-4	11	264	264	264	264	232	232	232	696	-4	her	False	O	False	3	1	1	0	0
625	52	6	78	0	her	True	-4	12	688	688	688	688	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
626	52	6	14	0	her	True	-4	13	224	224	224	224	384	384	384	384	-4	her	False	O	False	3	1	1	0	0
627	52	6	168	0	her	True	-4	14	208	208	536	724	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
628	52	6	200	0	her	True	-4	15	332	332	332	332	164	164	164	680	-4	her	False	O	False	3	1	1	0	0
629	52	6	195	0	her	True	-4	16	288	288	288	288	264	484	484	484	-4	her	False	O	False	3	1	1	0	0
630	52	6	105	0	her	True	-4	17	560	1068	1068	1068	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
632	52	6	142	0	her	True	-4	19	200	200	656	856	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
635	52	6	157	0	her	True	-4	22	256	256	256	408	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
636	52	6	20	0	her	True	-4	23	172	172	172	172	280	440	440	836	-4	her	False	O	False	3	1	1	0	0
639	52	6	47	0	her	True	-4	27	232	232	580	1208	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
640	52	6	72	0	her	True	-4	28	172	172	172	172	368	368	368	368	-4	her	False	O	False	3	1	1	0	0
641	52	6	131	0	her	True	-4	29	108	108	108	108	304	304	304	304	-4	her	False	O	False	3	1	1	0	0
642	52	6	188	0	her	True	-4	30	256	256	256	256	408	408	408	408	-4	her	False	O	False	3	1	1	0	0
644	52	6	13	0	her	True	-4	32	232	232	232	232	268	268	268	268	-4	her	False	O	False	3	1	1	0	0
645	52	6	171	0	her	True	-4	33	328	328	328	328	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
646	52	6	131	0	her	True	-4	34	268	268	268	268	344	344	344	344	-4	her	False	O	False	3	1	1	0	0
649	52	6	178	0	her	True	-4	37	176	176	176	176	368	368	368	604	-4	her	False	O	False	3	1	1	0	0
651	52	6	201	0	her	True	-4	39	148	148	148	320	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
652	52	6	17	0	her	True	-4	40	268	268	268	268	232	232	324	532	-4	her	False	O	False	3	1	1	0	0
653	52	6	66	0	her	True	-4	41	212	212	212	452	368	368	368	368	-4	her	False	O	False	3	1	1	0	0
654	52	6	61	0	her	True	-4	42	232	232	232	232	512	512	512	512	-4	her	False	O	False	3	1	1	0	0
655	52	6	94	0	her	True	-4	43	232	232	428	812	0	0	0	0	-4	her	False	O	False	3	1	1	0	1
699	59	6	32	0	he	True	-3	2	168	284	284	408	156	156	156	156	-3	he	False	O	False	2	1	1	0	0
700	59	6	33	0	he	True	-3	3	172	172	172	172	168	348	348	348	-3	he	False	O	False	2	1	1	0	0
703	59	6	100	0	he	True	-3	6	144	144	144	144	0	0	0	0	-3	he	False	O	False	2	1	1	0	1
714	59	6	103	0	he	True	-3	18	164	164	164	164	0	0	0	0	-3	he	False	O	False	2	1	1	0	1
716	59	6	125	0	he	True	-3	20	124	124	124	124	0	0	0	0	-3	he	False	O	False	2	1	1	0	1
718	59	6	42	0	he	True	-3	22	144	144	144	1908	600	600	600	600	-3	he	False	O	False	2	1	1	0	0
725	59	6	187	0	he	True	-3	30	244	244	244	244	216	216	216	216	-3	he	False	O	False	2	1	1	0	0
728	59	6	156	0	he	True	-3	33	264	264	264	264	128	128	128	128	-3	he	False	O	False	2	1	1	0	0
730	59	6	38	0	he	True	-3	35	168	168	168	168	0	0	0	0	-3	he	False	O	False	2	1	1	0	1
732	59	6	94	0	he	True	-3	37	136	136	136	136	180	180	180	180	-3	he	False	O	False	2	1	1	0	0
738	59	6	39	0	he	True	-3	43	92	92	92	92	396	396	396	396	-3	he	False	O	False	2	1	1	0	0
739	66	7	100	0	his	True	-4	1	160	160	360	700	80	80	80	244	-4	his	False	P	False	3	1	1	0	0
740	66	7	141	0	his	True	-4	2	108	108	108	108	108	108	108	688	-4	his	False	P	False	3	1	1	0	0
741	66	7	44	0	his	True	-4	3	372	372	372	372	700	700	700	700	-4	his	False	P	False	3	1	1	0	0
742	66	7	3	0	his	True	-4	4	172	328	328	328	156	156	156	912	-4	his	False	P	False	3	1	1	0	0
745	66	7	17	0	his	True	-4	7	188	188	464	1060	320	320	476	636	-4	his	False	P	False	3	1	1	0	0
746	66	7	105	0	his	True	-4	8	316	792	792	792	268	268	268	1076	-4	his	False	P	False	3	1	1	0	0
747	66	7	157	0	his	True	-4	10	248	248	404	640	36	384	384	1080	-4	his	False	P	False	3	1	1	0	0
748	66	7	148	0	his	True	-4	11	356	356	356	356	108	108	108	108	-4	his	False	P	False	3	1	1	0	0
749	66	7	66	0	his	True	-4	12	176	320	548	1236	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
750	66	7	43	0	his	True	-4	13	384	384	384	592	216	216	216	216	-4	his	False	P	False	3	1	1	0	0
751	66	7	17	0	his	True	-4	14	144	576	576	792	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
752	66	7	45	0	his	True	-4	15	140	280	280	384	152	152	152	152	-4	his	False	P	False	3	1	1	0	0
753	66	7	201	0	his	True	-4	16	208	208	208	208	204	204	204	660	-4	his	False	P	False	3	1	1	0	0
754	66	7	157	0	his	True	-4	17	184	520	520	520	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
755	66	7	205	0	his	True	-4	18	376	376	376	376	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
756	66	7	174	0	his	True	-4	19	168	168	168	168	100	100	100	284	-4	his	False	P	False	3	1	1	0	0
759	66	7	144	0	his	True	-4	22	612	612	884	1096	292	292	292	1472	-4	his	False	P	False	3	1	1	0	0
760	66	7	27	0	his	True	-4	23	132	132	132	132	224	344	344	1348	-4	his	False	P	False	3	1	1	0	0
761	66	7	127	0	his	True	-4	24	440	440	440	440	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
762	66	7	116	0	his	True	-4	25	168	168	168	168	268	268	660	1204	-4	his	False	P	False	3	1	1	0	0
763	66	7	25	0	his	True	-4	27	216	504	504	504	228	228	228	228	-4	his	False	P	False	3	1	1	0	0
764	66	7	52	0	his	True	-4	28	172	172	172	344	240	240	240	240	-4	his	False	P	False	3	1	1	0	0
765	66	7	132	0	his	True	-4	29	324	324	324	424	284	284	284	284	-4	his	False	P	False	3	1	1	0	0
766	66	7	101	0	his	True	-4	30	280	896	896	896	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
768	66	7	114	0	his	True	-4	32	300	300	300	472	96	96	96	96	-4	his	False	P	False	3	1	1	0	0
769	66	7	92	0	his	True	-4	33	112	112	112	112	140	140	296	904	-4	his	False	P	False	3	1	1	0	0
770	66	7	155	0	his	True	-4	34	240	240	496	732	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
771	66	7	52	0	his	True	-4	35	156	156	156	156	120	120	120	656	-4	his	False	P	False	3	1	1	0	0
772	66	7	111	0	his	True	-4	36	212	212	212	212	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
773	66	7	143	0	his	True	-4	37	172	172	172	172	248	248	248	248	-4	his	False	P	False	3	1	1	0	0
774	66	7	131	0	his	True	-4	38	112	360	360	488	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
777	66	7	173	0	his	True	-4	41	208	208	208	208	268	268	268	268	-4	his	False	P	False	3	1	1	0	0
778	66	7	151	0	his	True	-4	42	236	236	236	1140	404	404	404	404	-4	his	False	P	False	3	1	1	0	0
779	66	7	156	0	his	True	-4	43	120	804	804	804	196	196	196	196	-4	his	False	P	False	3	1	1	0	0
780	71	7	11	0	his	False	-5	1	280	280	280	280	680	680	680	1044	-5	his	False	P	False	3	0	1	0	0
781	71	7	19	0	his	False	-5	2	208	208	208	428	220	220	220	844	-5	his	False	P	False	3	0	1	0	0
782	71	7	53	0	his	False	-5	3	332	332	332	484	156	156	156	156	-5	his	False	P	False	3	0	1	0	0
785	71	7	45	0	his	False	-5	6	224	224	224	488	0	0	0	0	-5	his	False	P	False	3	0	1	0	1
786	71	7	9	0	his	False	-5	7	132	132	132	132	100	100	492	1916	-5	his	False	P	False	3	0	1	0	0
788	71	7	56	0	his	False	-5	10	184	184	184	184	140	140	312	880	-5	his	False	P	False	3	0	1	0	0
789	71	7	182	0	his	False	-5	11	204	204	204	392	128	292	292	292	-5	his	False	P	False	3	0	1	0	0
791	71	7	64	0	his	False	-5	13	196	196	196	196	240	240	240	724	-5	his	False	P	False	3	0	1	0	0
794	71	7	164	0	his	False	-5	16	228	228	228	228	152	760	1116	1236	-5	his	False	P	False	3	0	1	0	0
795	71	7	36	0	his	False	-5	18	216	216	216	216	156	156	360	896	-5	his	False	P	False	3	0	1	0	0
796	71	7	97	0	his	False	-5	19	232	232	232	232	64	64	64	452	-5	his	False	P	False	3	0	1	0	0
800	71	7	23	0	his	False	-5	23	184	184	184	184	232	436	932	2888	-5	his	False	P	False	3	0	1	0	0
802	71	7	130	0	his	False	-5	25	212	212	212	324	216	216	508	816	-5	his	False	P	False	3	0	1	0	0
807	71	7	160	0	his	False	-5	31	140	268	268	268	60	252	252	604	-5	his	False	P	False	3	0	1	0	0
809	71	7	126	0	his	False	-5	33	212	212	368	700	216	216	216	216	-5	his	False	P	False	3	0	1	0	0
